,CreateDate,url,NewsTitle,NewsNotes
28,2018-08-15T21:10:41,/news/100011520.html,邵宇：政策协同性增强 推动稳妥去杠杆,结构性去杠杆的同时，又要稳杠杆，恰恰表明，要把“坏的杠杆”去掉，同时该加的还是要加，这样才是资源的合理配置。
29,2018-08-15T21:10:41,/news/100011519.html,基金20年丨养老目标基金“箭在弦上” 系统改造升级后启动发行,“养老目标产品有投资者适当性的安排和申购赎回的安排，需要渠道进行系统的开发，因此养老目标产品成立发行还是要看渠道的时间。”另一位公募基金养老部人士也称。
30,2018-08-15T21:10:30,/news/100011518.html,去杠杆的根本是深化改革,没有深化改革这一根本性举措的破局，去杠杆可能不仅不会成功，相反货币闸门开启放出的水，也可能成为一潭死水。
31,2018-08-15T20:14:25,/news/100011495.html,混改一年，中国联通今年上半年净利同比增长231.8% | 中报解读 ,"混改后的中国联通借助战略合作伙伴，移动业务快速发展。但从2018年第二季度看，靠不限量套餐快速发展的业务模式或面临瓶颈。
"
32,2018-08-15T19:37:12,/news/100011474.html,平安银行同时聘任三名副行长，三名高管获集体晋升,平安银行公告称，该行董事会审议通过了聘任杨志群、郭世邦、姚贵平为副行长的议案。由此，平安银行三名行长助理，已集体晋升为副行长。
33,2018-08-15T19:28:02,/news/100011469.html,一财研选｜政策推动解决发展痛点，车联网千亿市场即将开启！,"东吴证券认为，在5G、自动驾驶发展契机下，车联网将注入新的生命力，车联网生态联盟逐步完善将开启国内共享汽车、辅助驾驶等新兴产业，千亿市场可期。
"
34,2018-08-15T19:24:27,/news/100011467.html,银行系债转股子公司迎来私募基金牌照，“有钱买买买”缓解融资掣肘,金融机构可以通过发私募产品，拓宽融资来源以及业务模式。
35,2018-08-15T19:16:55,/news/100011463.html,7月份房价变动情况出炉，多地调控加码坚决遏制房价上涨,“人才引进政策使部分二三线城市短期购房人数增加，楼市供应出现阶段性不足，推升了房价上涨预期。
36,2018-08-15T19:15:11,/news/100011460.html,新华社：防范化解金融风险成效初显——解析中国经济的保障之基,当前经济运行稳中有变，面对新形势新挑战，需要金融领域精准应对，处理好防风险与稳增长的关系，为实体经济发展提供有力保障。
37,2018-08-15T19:08:29,/news/100011459.html,金管局一天两度出手干预汇率港股创新低，里拉虽涨恐慌难消,"8月15日上午，因港元汇价触及弱方兑换保证，香港金管局5月以来首次出手捍卫联系汇率，在市场买入21.59亿港元；当日下午，金管局再度买入23.55亿港元， 这也加剧了流动性压力，导致港股承压。
"
38,2018-08-15T18:45:14,/news/100011445.html,8月15日晚间重要半年报公告速读 ,8月15日晚间，沪深两市多家上市公司发布半年报及相关公告，本文是重要公告摘要，供投资者参考。
39,2018-08-15T18:37:33,/news/100011440.html,腾讯二季度净利润179亿元， 上半年手游收入环比降19%,腾讯披露了2018年二季度以及中期业绩，二季度净利润179亿元人民币；上半年实现净利411.57亿元。
40,2018-08-15T18:34:06,/news/100011439.html,干货！8月15日晚间重要公告速读 ,8月15日晚间，沪深两市多家上市公司发布公告，以下是重要公告摘要，供投资者参考。
41,2018-08-15T18:28:42,/news/100011434.html,三聚环保盘中跌停，王亚伟概念股前景几何？,作为典型的王亚伟概念股，三聚环保公布的半年报预告，似乎并没有符合投资者预期，控股股东近日增持了不少，也将参与其“低价”增发，这引发巨大争议。
42,2018-08-15T18:08:03,/news/100011427.html,老年人癌症保障问题突出，我国首个商保肿瘤药品目录发布,“买不到便宜药，用不起对症药”，对于家有癌症病人的千万普通家庭来说，是一种极大的痛。平安健康险于今日发布了国内首个商保肿瘤药品目录，推出的癌症系列医疗险产品首次将投保年龄开放至70周岁。
43,2018-08-15T17:59:46,/news/100011422.html,商务部：预计消费市场进一步扩容升级的态势不会改变,商务部市场运行司负责人指出，7月份我国消费市场延续了平稳发展态势，预计消费市场进一步扩容升级的态势不会改变，后期仍将保持平稳发展。
44,2018-08-15T17:44:53,/news/100011416.html,南京银行或近期公告定增被否原因，目前核心一级资本充足率已改善,"南京银行内部人士和参会分析师对记者透露，“银行高层目前仍不明确增被否的原因，但近期可能会拿到证监会的正式回复，其中可能会说明原因，拿到回复后会第一时间发布公告。”

"
45,2018-08-15T17:41:59,/news/100011414.html,连续三年弃水超百亿千瓦时，四川多举措促本地消纳水电,四川提出以电力体制改革为重点深化要素市场化改革，探索建设若干水电消纳产业示范区，争取在两三年内基本解决弃水问题。
46,2018-08-15T17:41:34,/news/100011413.html,加大二三线城市布局，旭辉上半年销售额同比增40%,融资方面，旭辉上半年先后发债6笔，旭辉上半年加权平均利息成本为5.3%。
47,2018-08-15T17:27:03,/news/100011407.html,致死占比高达85%，慢性病防控形势依然严峻,2012年，慢性病确诊患者2.6亿人，慢性病导致的死亡已经占到我国总死亡的85%，导致的疾病负担已占总疾病负担的70%。
48,2018-08-15T17:15:44,/news/100011398.html,土耳其法院拒绝释放美国牧师布伦森,布伦森自2016年10月以来就一直遭土耳其当局扣押，他面对涉恐与间谍指控，如果被定罪，可能被判坐牢长达35年。
49,2018-08-15T17:14:50,/news/100011395.html,机构今日买入这3股，卖出智云股份2565万元,当天机构净买入前三的股票分别是华东电脑、南华生物、索菱股份，净买入金额分别为2299万元、768万元、390万元。
50,2018-08-15T17:13:03,/news/100011394.html,独家 | 黄晓明澄清“股票操纵案”，但账户收益去向之谜仍未解开,有法律界人士认为，从现有法律来说，证券法律法规可能“存在一个漏洞”，“出借”和“委托”的界定出现重叠。
51,2018-08-15T17:08:19,/news/100011391.html,多地启动基建补短板   发改委：不带来新的产能过剩和债务问题,补短板可扩大有效投资需求，满足消费需求，形成良性循环。
52,2018-08-15T17:05:20,/news/100011387.html,国务院调查组要求继续做好长春长生公司不合格百白破疫苗处置工作,根据线索，国务院调查组在对长春长生公司调查中进一步查明，该公司生产的效价不合格百白破疫苗涉及同一批次的201605014-01和201605014-02两个批号的产品，共计49.98万支。
53,2018-08-15T16:57:03,/news/100011377.html,5G脚步再近！三大应用场景将带来全新生活,5G颠覆当下生活的三大应用场景之一，即增强移动宽带场景，也就是网络速度更快。
54,2018-08-15T16:51:34,/news/100011372.html,山东汽车制造业迎重大重组 “潍柴”“中通”合为一家,国内主要客车生产商之一中通客车股份有限公司发布公告称，公司实际控制人由山东交通工业集团变更为山东重工集团有限公司。
55,2018-08-15T16:45:14,/news/100011370.html,中报眼 | 上海钢联盈利与应收款齐飞：业绩翻倍增长现隐忧,由于此前公司被各大机构投资者高度看好，使得公司股票估值一直以来都处于居高难下状态，静态市盈率超过百倍已经成为常态。
56,2018-08-15T16:41:51,/news/100011368.html,土耳其驻沪总领事安铜：里拉危机将加速土耳其与中国合作,土耳其驻沪总领事安铜认为，在这个日趋多极化的世界中，土耳其力争实现经济伙伴的多元化，中国将在其中扮演一个重要角色。
57,2018-08-15T16:31:16,/news/100011357.html,黄晓明股票账户“被操纵”，明星们都是怎么玩股票的？,娱乐明星炒股，各显神通。要么从原始股东开始潜伏，等待IPO圣诞分享财富；要么押宝重组定增，借机成为上市公司的重要股东······
58,2018-08-15T16:22:24,/news/100011353.html,普京希望近期与朝鲜领导人会面 讨论双边和重要地区问题,俄罗斯总统普京15日表示，希望近期与朝鲜最高领导人金正恩会面讨论双边和重要地区问题。
59,2018-08-15T16:19:25,/news/100011348.html,土耳其猛烈反击：一边同俄伊抱团，一边对美商品加征关税,土耳其在和俄罗斯及伊朗抱团取暖的同时，强硬宣布对美国产品大幅加征关税。
60,2018-08-15T16:00:37,/news/100011332.html,韩国B&D生活健康：进口博览会将成为获得中国消费者信任的“法宝”,千光云表示，这个平台聚集了中国最优秀的客商、以及全球最优秀的进口产品，并受到了来自中国民众的广泛关注，这对于韩国企业，乃至所有外国企业来讲，都是在中国市场建立互信的最佳时机。
61,2018-08-15T15:55:22,/news/100011328.html,纽约联储：特朗普贸易战无法解决美国贸易逆差问题,美国农业研究期刊的一份调查报告显示，特朗普在美国农民中的支持率正在慢慢下降，在2016年的美国大选中，特朗普在农民中的支持率超过70%，而目前已经下降到50%。
62,2018-08-15T15:32:18,/news/100011317.html,中南建设发布2018半年报：营收、净利润实现双增长,报告期内，中南建设实现营业收入153.2亿元，较上年同期增长20.89%；实现归属于上市公司股东净利润9.3亿元， 同比大幅增长180.08%；净利润率由去年同期的3.0%增加到6.7%，提高3.7个百分点，盈利能力明显改善。
63,2018-08-15T15:19:35,/news/100011307.html,沪深股指全线走低，两市逾3000只个股下跌,周三沪深两市股指再度深幅回调，主要指数均跌逾2%，创业板指盘中失守1500点整数关口。个股方面，两市逾3000只个股下跌，相关热点板块全线走低。
64,2018-08-15T15:15:54,/news/100011303.html,市场多重因素导致在岸人民币对美元一度跌破6.9,新兴市场货币不稳定，以及7月份宏观数据不强劲导致市场对人民币情绪总体偏空，加之美元走强，进一步打压了人民币汇率。
65,2018-08-15T15:04:16,/news/100011290.html,中央下发防范化解隐性债务风险文件 隐性债务口径明确,随着不少地方开始传达学习《中共中央国务院关于防范化解地方政府隐性债务风险的意见》，各地将相继化解隐性债务风险。
66,2018-08-15T14:54:26,/news/100011284.html,农业农村部：炭疽疫情可防可控,近期，黑龙江桦南县一种畜场发生一起羊炭疽疫情、内蒙古通辽市科尔沁区胜利村发生一起牛炭疽疫情。农业农村部称，目前，该疫情已得到有效控制。
67,2018-08-15T14:53:46,/news/100011283.html,陆奇单枪匹马进YC,最终，陆奇选择了CMU 计算机学院师兄李开复的路子做起了投资。
68,2018-08-15T14:40:49,/news/100011276.html,加码大基建，绿地15亿控股天津建工,天津建工是绿地控股投资控股贵州建工、江苏省建、西安建工之后，又一个通过外延式做业务规模增量的标的。
69,2018-08-15T14:33:57,/news/100011272.html,上半年环保税近百亿同比增两成，倒逼企业减少排放,今年开征的环保税上半年收入96.8亿元，与去年同期同口径排污费相比增长22.1%，促进企业治污减排。
70,2018-08-15T13:33:34,/news/100011241.html,俄官员说美国制裁土耳其无碍俄土经贸合作,俄外交部长拉夫罗夫称，美国对土耳其实施的制裁非法，违反了国际贸易准则。为克服美方非法设置的这类经贸阻碍，俄正与土耳其和其他国家磋商在双边贸易中使用本国货币支付。
71,2018-08-15T13:03:56,/news/100011231.html,国家发改委：中国经济不是一次外部冲击就能被打垮,国家发改委新闻发言人丛亮今日指出，改革开放以来，中国经济发展曾多次面临严峻的考验，但不仅没有被击倒，而且是在困难当中成长、壮大。
72,2018-08-15T13:02:29,/news/100011229.html,美加征关税是否影响到中国机器人生产？ 发改委回应,丛亮表示，因为真正加征关税是从7月份以后开始，机器人生产增速近期回落跟加征关税的关系还不是很明显。
73,2018-08-15T13:00:57,/news/100011228.html,发改委：中美经贸摩擦对中国经济影响很有限,丛亮强调，总体看，因为中国经济目前特别是1-7月份的数据来看，整个中美经贸摩擦对中国经济的影响还是很有限的。
74,2018-08-15T12:56:26,/news/100011226.html,加拿大拟首度动用“紧急措施”保护其钢铁产业,加拿大联邦政府14日表示，准备采取所谓“紧急保护措施”，限制外国钢材产品进口，以保护其本国钢铁产业。
75,2018-08-15T12:54:18,/news/100011225.html,土耳其宣布将大幅提高美国产品关税，汽车提高120%,8月15日消息，土耳其方面发布公告称，将提高一些自美国进口商品的关税，包括乘用车、酒精、烟草等。
76,2018-08-15T12:48:45,/news/100011223.html,乐视网：公司不直接或间接持有FF任何权益,针对股票上涨波动的情况，乐视网发布公告称，乐视网不直接或间接持有Faraday Future任何权益，且与Faraday Future无股权关系或任何合作关系。
77,2018-08-15T12:08:22,/news/100011207.html,市场又一次靠近2700点关口，基金经理仍坚称“最悲观时刻已过”,股市上半年持续下跌一个重要原因是流动性形势极为紧张，但好的方面是最紧张的时间点可能已经过去了。
78,2018-08-15T11:50:57,/news/100011200.html,钢铁业盈利好转利好产业链，钢银电商上半年营收逾444亿元,钢铁行业盈利的好转正直接带动周边一大批相关产业链条上的公司。
79,2018-08-15T11:46:32,/news/100011198.html,瑞典多地发生燃爆恶性事件，我使馆发安全提醒,当地时间8月14日，在瑞典第二大城市哥德堡及附近城镇，约100辆汽车遭当地年轻人有组织、有准备地纵火破坏。中国驻瑞典大使馆提醒在瑞典中国公民注意加强安全防范。
80,2018-08-15T11:46:20,/news/100011197.html,独家丨兵团六师债即将兑付，资金已划至上清所,就城投债而言，此前2009年的“07宜城投债”和2017年的“14新密财源债”也先后发生过技术性违约。
81,2018-08-15T11:45:50,/news/100011194.html,里拉暴跌利好土耳其旅游：今年预计吸引40万中国游客,携程酒店大数据研究中心数据显示，近两周以“土耳其”为关键字搜索、浏览的用户量环比增长近500%，8月12日以来，土耳其线路的搜索报名人数一夜暴涨150%。
82,2018-08-15T11:36:08,/news/100011188.html,消费股大跌，沪指跌破2750点关口,今日早盘沪深两市股指双双低开。盘中，消费股、周期股等快速下行，沪指跌破2750点支撑位；医药、新能源汽车等概念股相继大跌，创业板指失守1500点。
83,2018-08-15T11:17:38,/news/100011175.html,上海国际文学周讨论旅行的意义，成为奈保尔那样的出色旅行者,8月14日，上海书展开幕前的夜晚，28位来自海内外的学者、作家、诗人齐聚国际文学周主论坛，共话“旅行的意义”。
84,2018-08-15T11:15:54,/news/100011174.html,港股“股王”腾讯即将发布半年报，股价重挫逾3%创11个月来新低,目前来看，市场普遍估计腾讯控股上半年Non-GAAP净利润在351.18亿至388.13亿人民币，较去年上半年数据同比增长14.8%至26.8%。
85,2018-08-15T10:34:45,/news/100011145.html,国办发文深化增值税改革 税率三档并两档将落地,增值税深化改革的下一步是，6%、10%和16%三档税率如何并为两档。
86,2018-08-15T10:19:09,/news/100011123.html,异地就医范围扩大，1.7亿农民工有望受益,长期以来，在户籍地参加新农合的农民工，在就业地难以享受到医疗保险待遇。一旦生病，他们只能返乡看病，大大地增加了就医的经济和时间成本。
87,2018-08-15T10:15:18,/news/100011120.html,时隔3个月金管局再度出手干预港元，港股重挫逾1％,"8月15日，因港元汇价触及弱方兑换保证，香港金管局5月以来首次出手捍卫联系汇率，在市场买入21.59亿港元，这也加剧了流动性压力，导致港股承压。

"
88,2018-08-15T10:04:53,/news/100011104.html,中弘股份跌破1元，沦为“仙股”,周三早盘开盘，中弘股份重挫逾8%，盘中一度触及跌停，股价跌破1元，最低至0.94元，沦为“仙股”。
89,2018-08-15T09:52:20,/news/100011096.html,统计局：7月一二线城市新建商品住宅销售价格环比涨幅回落,国家统计局发布7月份70个大中城市商品住宅销售价格变动情况统计数据。从环比看，4个一线城市新建商品住宅销售价格上涨0.2%，涨幅比上月回落0.4个百分点。
90,2018-08-15T09:18:20,/news/100011076.html,80后猪队友新传：包场8888总统套房炒股，投17亿亏5.5亿有哪些神操作,两个80后，一个富二代一个股神，如何一起操纵股价，最终又双双末路狂奔······
91,2018-08-15T09:17:49,/news/100011075.html,中国7月经济数据解读：政策效果仍有时滞，预计经济缓中趋稳,各家机构指出，7月经济继续走弱，金融和实体经济延续此前的惯性表现在预期之内，其中，基建投资拖累明显。政策仍有时滞，预计经济将缓中趋稳。
92,2018-08-15T08:49:30,/news/100011045.html,海南一号明年下半年择机发射，龙头受益,海南一号卫星整星方案通过专家评审，将按计划进入卫星正样设计、总装和综合测试阶段
93,2018-08-15T08:42:54,/news/100011042.html,通武廊工业合作或立足污染治理，关注清洁取暖,"当前京津冀大气污染治理行动方案中要求加大钢铁、焦化、建材等行业产能淘汰和压减力度，同时加快推进清洁取暖
"
94,2018-08-15T08:41:22,/news/100011041.html,A股纳入MSCI因子将提至5%，中国神华、联通等10只A股纳入,明晟公司发布消息称，将实施中国A股部分纳入明晟MSCI中国指数的第二步，纳入因子从2.5%提升至5%.
95,2018-08-15T08:40:06,/news/100011039.html,苏州获批建4条轨交线路，产业链上企业受益,国家发改委批复苏州轨道交通4条线路，总长137公里，总投资约为950亿元
96,2018-08-15T07:22:21,/news/100011019.html,A股指数踌躇不前，市场逻辑不明或是主因,分析人士认为，市场的逻辑线仍然不明，这也是指数踌躇的直接原因。预计上证综指后市围绕2800点展开震荡的可能性较大，创业板指围绕1500震荡的可能性较大。
97,2018-08-15T01:43:07,/news/100011005.html,黄晓明深夜发声明：本人未参与股票操控，从未参与“长生生物”股票投资,就“黄晓明卷入操控18亿股票案”、“黄晓明组团操控长生制药”等新闻报道，8月15日凌晨，黄晓明微博发表声明，进行回应。
98,2018-08-15T01:17:53,/news/100011000.html,印尼推汇率保卫战组合拳：海淘及原油进口将受限,印尼计划通过限制消费品进口，加速推进生物燃料替代计划减少进口原油等措施缓解目前印尼卢比跌跌不休的困境。
99,2018-08-14T23:41:32,/news/100010994.html,2018新兴市场频“爆雷”，基金经理你们还好吗？,2018年被基金经理无奈称为最“糟心”的一年，尤其是布局新兴市场。
0,2018-08-14T22:14:59,/news/100010980.html,昔日雪山草地今天牦牛遍地 高海拔红原的脱贫攻坚,红原县创造了“政策性保险+商业保险+村级集体经济特色养殖保险”的模式，降低了致贫返贫风险。人们称赞这是红原的“吉祥三保”。
1,2018-08-14T22:08:54,/news/100010975.html,苏州4轨道项目获批 苏昆沪加速融合,近年在长三角一体化大势下，昆山加快融入上海的步伐。
2,2018-08-14T22:05:17,/news/100010972.html,新华社：开创融合新格局 探索发展新路径——推进粤港澳大湾区建设一年间,“粤港澳大湾区”成为备受关注的热词，中国南方这片活跃度极高的经济热土，又以崭新姿态吸引了各界关切的目光。
3,2018-08-14T22:03:55,/news/100010971.html,互联网医疗两大核心办法将年底前出台 约束“野蛮生长”,“无疆野马”式互联网+医疗领域，将迎来行业内首个管理办法：《互联网诊疗管理办法》、《互联网医院管理办法》等规范“互联网+医疗健康”的政策文件将在2018年底前出台。
4,2018-08-14T22:03:01,/news/100010970.html,身穿纱丽的商界传奇 百事CEO卢英德即将卸任 | 人物,在卢英德12年的掌舵期间，百事股价累计上涨80%，百事的年收入增长了81%，去年达到635亿美元，总营收跑赢对手可口可乐
5,2018-08-14T22:01:53,/news/100010968.html,社论：提振生育率重在化解后顾之忧,通过多渠道多主体供应等措施，让国人尤其是年轻人住有所居，化解不敢生育的主要后顾之忧。
6,2018-08-14T21:59:48,/news/100010967.html,城投债刚兑信仰遭打破，尚不会蔓延至整个城投板块,考虑到这次违约的城投债未来兑付方面的不确定性等，本次事件的冲击也仅限于同类型的平台、同区域的城投等等，尚不能蔓延至整个城投板块。
7,2018-08-14T21:48:40,/news/100010956.html,越秀地产上半年卖出280亿 高超财技难挡收入下滑,银行按揭贷款放款速度放缓、网签限制的影响下，越秀地产现金回款率走低，在资金使用效率上仍存提升空间。
8,2018-08-14T21:48:12,/news/100010955.html,房企内部腐败频发 有人一次贪污数千万,在金钱至上的价值观扭曲下，人性容易变得罪恶。在房地产凶猛扩张的时代，一切理性都成为进步的枷锁，很多人都希望在这里捞一把快钱离开。
9,2018-08-14T21:45:26,/news/100010954.html,港股三连跌逼近27500点关口，后市机会在哪儿？,在美国土耳其贸易摩擦、里拉大幅下挫的外部负面因素影响下，市场人士对于港股能否守住27500点显得有些信心不足。
10,2018-08-14T21:37:08,/news/100010946.html,商务部新闻发言人就中国在世贸组织起诉美国光伏保障措施和可再生能源补贴措施发表谈话,8月14日，中国就美国光伏保障措施和可再生能源补贴措施正式启动世贸组织争端解决程序。商务部新闻发言人就此发表谈话。
11,2018-08-14T21:08:33,/news/100010924.html,韦尔股份：拟近150亿元收购3家CMOS图像传感器研制公司,3家CMOS图像传感器研制公司为北京豪威、思比科、视信源，标的资产股权预估值为149.99亿元。
12,2018-08-14T21:00:43,/news/100010914.html,新兴市场爆发货币危机，西、智、葡银行体系面临风险,尽管全球经济真实普遍复苏动能依旧，但宏观环境变化、地缘政治动荡、金融风险释放的耦合，触发了危机的余震。
13,2018-08-14T21:00:26,/news/100010912.html,德国提高外商投资壁垒，中国资本路在何方,中欧经贸合作是捍卫国际经贸秩序的典范。投资壁垒虽然是中欧贸易合作中的一股逆流，但也是双方自我矫正、自我修复的契机。
14,2018-08-14T20:39:36,/news/100010903.html,独家｜专访土耳其前外长：土若转换阵营，恐引发中东巨震,亚沙尔·亚克认为，土美交恶不会影响土耳其的外交方向和优先选项，至少这是他本人所期望的，因为像土耳其这样拥有8000万人口、北约第二大的军队规模，且地处战略要地的国家，如果转变阵营，其影响堪比地质构造运动。
15,2018-08-14T20:35:39,/news/100010902.html,广汽两名前高管加盟恒大法拉第未来,8月14日，恒大法拉第未来智能汽车（中国）集团在广州正式揭牌。
16,2018-08-14T20:32:36,/news/100010901.html,国务院下硬任务：2018年底前构建营商环境评价机制,我国将加快构建具有中国特色的营商环境评价体系，包括引入第三方评估，2018年底前开展这项试点。
17,2018-08-14T20:32:10,/news/100010899.html,欢聚时代、虎牙盘前双双大跌，后直播时代如何获取流量？,直播和短视频究竟是分流还是共存，YY直播给出了一种新尝试。
18,2018-08-14T20:31:32,/news/100010898.html,桃色风波+黑研报：券商电话会议为何频出“奇闻怪事”？,在多位业内人士看来，不管是电话会议还是研究报告频出事端，都反映出券商机构合规和风控没有做到位，而背后的原因则可能是未能抵御利益诱惑，但不争的事实是，未来针对券商行业的合规将越来越严。
19,2018-08-14T20:20:34,/news/100010890.html,珠三角增速领跑广东，与粤东西北差距拉大,"广东各地市间经济总量差距较大，经济总量最小的云浮市只有总量最大的深圳的3.6%。
"
20,2018-08-14T20:17:01,/news/100010886.html,央行报告：全国76.9%成年人使用电子支付,调查显示，2017 年，全国使用电子支付成年人比例为76.9%，农村地区使用电子支付成年人比例为66.51%。
21,2018-08-14T20:00:02,/news/100010877.html,影响10多万亿PPP项目的最高条例，今年底要出台,影响10多万亿PPP项目投资的PPP条例将在今年底钱出台。
22,2018-08-14T19:54:23,/news/100010874.html,英伟达发布首款光线追踪GPU，业内称是要和AMD抢份额,占领了服务器芯片和高端游戏芯片市场的制高点之后，英伟达宣告其下一个目标是攻克面向专业视频内容开发者的工作站图形芯片市场。
23,2018-08-14T19:31:01,/news/100010861.html,万亿地方专项债发行潮来 积极财政更积极,财政部要求10月底前完成万亿级地方政府专项债券发行，以加大基础设施投资领域补短板力度，稳投资稳经济。
