,CreateDate,url,NewsTitle,NewsNotes
2560,2018-05-22T12:16:00,https://www.yicai.com/news/5425116.html,央行主管金融时报：“违约”倒逼债券市场规则重塑,在这种情况下，违约事件是市场出清的选择。实际上，完全没有违约风险的债券市场是不正常的，打破刚性兑付是债券市场走向合规化的第一步。
2602,2018-05-21T19:42:00,https://www.yicai.com/news/5424914.html,上海华信20亿短融违约，存量债券还有276亿,根据第一财经记者统计，不包括本期到期的20亿短融，上海华信尚未偿还的债券还有12只，总规模为276亿元。
3016,2018-05-15T21:19:00,https://www.yicai.com/news/5423229.html,回售违约概率加大 机构担忧信用风险“连环炸”,多位分析人士均指出，单纯的博弈下修并非上佳策略，因为影响下修的因素很多，且最终的盈利程度并不一定较高，最终能否赎回也是要看股票是否有趋势性的行情。
3125,2018-05-14T20:42:00,https://www.yicai.com/news/5422840.html,凯迪债违约引机构全面排查“债雷”，利率债、信用债两极分化,由于凯迪生态上周债务违约，相关投资机构已经开始全面排查信用债“债雷”，同时也在准备相关资料，为监管层近期可能进行的调查做准备。
3218,2018-05-13T21:06:00,https://www.yicai.com/news/5422520.html,天房集团曝信托违约风险，公司债遭二级市场抛售,近日，中信信托公告称，天房集团应于5月18日偿还的2亿本金及利息可能发生违约风险。11日，天房发展发行的“15天房债”大跌逾6%，隐含收益率飙升至34.83%。
3369,2018-05-10T17:57:00,https://www.yicai.com/news/5421883.html,债券违约“交叉感染”贷款，银行资产质量再受威胁,去杠杆持续推进、资管新规落地，违约风险可能会呈局部高发的态势。过于依赖发债和杠杆，拼命通过发债、非标融资扩张规模，经营不佳的民营企业，将是违约高发区。
3429,2018-05-09T22:31:00,https://www.yicai.com/news/5421652.html,债券违约风险抬升背后：市场回收流动性，今年逾1800亿债券弃发,截至5月8日，今年以来取消、推迟发行的各类债券，累计已经达到304只，包括了公司债、企业债、中票、短融、超短融等全部类型，涉及金额多达1839亿元。大量债券发行失败，是融资环境的深刻变化。
3486,2018-05-09T13:32:00,https://www.yicai.com/news/5421442.html,凯迪生态或陷连环违约，凯迪债收益率飙至逾400%,“这次违约可能只是一个开始，公司后续的几笔债务大概率会出现违约，2个月内兑付估计也可能有问题。”持有凯迪债的某基金内部人士对第一财经记者表示。
3532,2018-05-08T21:47:00,https://www.yicai.com/news/5421281.html,社论：直面上市公司债务违约,最不应该做的是兜底，让打破刚性兑付再度成为空言。
3576,2018-05-08T15:10:00,https://www.yicai.com/news/5421086.html,国债期货8日早盘跳水，与信用违约事件无关  ,国债期货市场普遍下跌与近日接连爆出的违约事件无关，而是进出口数据超出预期，对经济基本面形成支撑，造成了当日国债期货的跳水。
3640,2018-05-07T18:23:00,https://www.yicai.com/news/5420839.html,迪凯生态12亿中票实质性违约，计划2个月内兑付,第一财经记者独家从基金和银行处获悉，凯迪生态的中票“11凯迪MTN1”已构成实质性违约，规模为12亿元人民币，公司计划将于2个月内兑付全部本息。
3659,2018-05-07T13:37:00,https://www.yicai.com/news/5420746.html,"诱人""套路贷""：付息超21分钟被索高违约金",“套路贷”不同于一般民间借贷，民间借贷是在法律规定的利率范畴内营利，“套路贷”则以追讨虚增债务非法敛财。“套路贷”不属于民间借贷，其本质是违法犯罪。
3258,2018-04-25T19:40:00,https://www.yicai.com/news/5418350.html,深陷违规担保泥淖，“14富贵鸟”违约：低等级信用债寒冬到来？,神雾环保的“16环保债”、富贵鸟的“14富贵鸟”接连违约更引起了市场注意，两家公司分别为创业板和H股上市公司，上市公司债刚性兑付的信仰进一步被打破。
3348,2018-04-24T20:57:00,https://www.yicai.com/news/5418006.html,万亿降准为流动性“刮骨疗毒” 去杠杆还在酝酿大动作？,监管此次“不对称”降准，可能另有深意：借助降准摸清银行间真实杠杆情况，为进一步去杠杆做准备，并为在此过程中可能出现的违约等风险，提前做好准备。
3721,2018-04-18T21:40:00,https://www.yicai.com/news/5416453.html,深交所新章程增添监管手段：“惩罚性违约金”“将直击市场痛点,深交所《章程》修订草案目前正在等待会员大会审议通过，具体内容待正式公布。
3746,2018-04-18T18:58:00,https://www.yicai.com/news/5416361.html," 深交所：拓展交易所职能范围 明确""惩罚性违约金""处分",深交所2018年度会员大会以非现场形式召开，其中审议《深圳证券交易所章程（2018年修订草案）》是本次会员大会的重要议程之一。
4157,2018-04-12T22:33:00,https://www.yicai.com/news/5414810.html,庆汇租赁ABS违约背后 表象繁荣下的风险暴露,“在实际ABS的操作中，一些中介机构的风控往往不够到位；即便评级机构资质较高，但是也不是完全的保证，因为资产资质也存在着下滑的可能性。” 该上市券商资产证券化人士分析称。
